AHAVA Набор Крем для рук и Лосьон для тела, Dead Sea Cosmetics;Наборы;Косметика AHAVA известна своими запатентованными комплексами, которые в сочетании с растительными экстрактами увлажняют, восстанавливают и омолаживают кожу рук и тела. Подходит для всех типов кожи;no;instock;16580;1816,75;ahava-value-set-hand-cream-and-body-lotion-dead-sea-cosmetics.jpg
AHAVA Набор Крем для рук и Лосьон для тела, Dead Sea Cosmetics;Уход за телом;Косметика AHAVA известна своими запатентованными комплексами, которые в сочетании с растительными экстрактами увлажняют, восстанавливают и омолаживают кожу рук и тела. Подходит для всех типов кожи;no;instock;16580;1816,75;ahava-value-set-hand-cream-and-body-lotion-dead-sea-cosmetics.jpg
AHAVA Набор Крем для сухой кожи рук и Крем для ног, Dead Sea Cosmetics;Крема;DERMUD - это рациональный уход именно за сухой и чувствительной кожей.<br>Эффективно устраняет дефекты сухой кожи : шелушение, огрубение, покраснение, трещины). 100 ml;no;instock;16581;1946,75;ahava-value-set-dermud-hand-cream-and-foot-cream-dead-sea-cosmetics.jpg
AHAVA Набор Крем для сухой кожи рук и Крем для ног, Dead Sea Cosmetics;Наборы;DERMUD - это рациональный уход именно за сухой и чувствительной кожей.<br>Эффективно устраняет дефекты сухой кожи : шелушение, огрубение, покраснение, трещины). 100 ml;no;instock;16581;1946,75;ahava-value-set-dermud-hand-cream-and-foot-cream-dead-sea-cosmetics.jpg
AHAVA Набор минеральный  Крем для рук и Крем для ног, Dead Sea Cosmetics;Крема;Косметика AHAVA известна своими запатентованными комплексами, которые в сочетании с растительными экстрактами увлажняют, восстанавливают и омолаживают кожу рук и ног. Подходит для всех типов кожи 100 ml;no;instock;16582;1946,75;ahava-value-set-mineral-hand-cream-and-foot-cream-dead-sea-cosmetics.jpg
AHAVA Набор минеральный  Крем для рук и Крем для ног, Dead Sea Cosmetics;Наборы;Косметика AHAVA известна своими запатентованными комплексами, которые в сочетании с растительными экстрактами увлажняют, восстанавливают и омолаживают кожу рук и ног. Подходит для всех типов кожи 100 ml;no;instock;16582;1946,75;ahava-value-set-mineral-hand-cream-and-foot-cream-dead-sea-cosmetics.jpg
Beauty and Firming Gel Peel-off Mask with Dead Sea Minerals;Лечебная косметика;Spread on, peel off - this gel mask enriched with Dead Sea minerals gives you a deep pore cleaning in no time flat, leaving skin revitalized.100 ml tube (артикул 13176);no;instock;13176;1751,75;beauty-firming-gel-peel-mask-dead-sea-minerals.jpg
Beauty and Firming Gel Peel-off Mask with Dead Sea Minerals;Сыворотки и маски;Spread on, peel off - this gel mask enriched with Dead Sea minerals gives you a deep pore cleaning in no time flat, leaving skin revitalized.100 ml tube (артикул 13176);no;instock;13176;1751,75;beauty-firming-gel-peel-mask-dead-sea-minerals.jpg
Bio Marine Calming and Hydrating Beauty Dead Sea Mask;Сыворотки и маски;New Packaging, Same Product (артикул 15861);no;instock;15861;1101,75;bio-marine-calming-hydrating-beauty-dead-sea-mask.jpg
Bio Spa Carrot and Buckthorn, Dead Sea Mud;Сыворотки и маски;Do your face a favor and use this excellent Dead Sea mud pack.  You can enjoy all the benefits of Dead Sea minerals simply by warming and applying this simple pack, leaving your skin nourished and healthier than ever before. (артикул 15776);no;instock;15776;1101,75;bio-spa-carrot-buckthorn-dead-sea-mud.gif
Bio Spa Dead Sea Грязевая маска Sea of Spa;Сыворотки и маски;Грязевая маска с минералами Мертвого Моря.  Обладает глубоким очищающим эффектом, выравнивает и увлажняет кожу.<br>Наносится не чаще 2 раз в неделю;no;instock;15774;1556,75;bio-spa-dead-sea-mud-mask-sea-spa.jpg
Bio Spa Гель - сыворотка для волос с маслом Аргана и Минералами Мертвого Моря;Уход за волосами;Для ежедневного применения. Наносится на кончики пальцев, растирается и затем втирается в основание волос. Можно Нанести на кончики волос, если есть секущиеся или сухие концы.<br><br>Гель имеет в составе:<br> -  Омега 6 жирные кислоты, что оказывает питательный эффект,  <br>- витамин Е - восстановоит даже самые поврежденные и слабые волосы <br><br>100 мл<br>(артикул 15849);no;instock;15849;1426,75;bio-spa-hair-serum-drops-argan-oil-and-dead-sea-minerals.gif
Bio Spa Профессиональный кондиционер для сухих и окрашенных волос;Уход за волосами;Содержит масло Аргана и Масло Ши.<br>Увлажняет и питает кожу головы, восстанавливает поврежденные волосы, питая луковицы.<br><br>Подходит для ежедневного использования<br><br>400 мл<br><br>(артикул 15834);no;instock;15834;1101,75;bio-spa-professional-conditioner-dry-damaged-colored-hair-argan-oil-and-shea-butter.gif
Bio Spa Профессиональный увлажняющий крем для волос;Уход за волосами;Крем обогащен маслом Аргана и маслом Ши.<br>Не требует смывания, наносится на влажные волосы.<br>Крем питает и увлажняет волосы, делает их гладкими и послушными в укладке. В то же время, масла не отягощают волосы, поэтому этот продукт относится к профессиональному уходу - после укладки прическа держится долго и волосы выглядят ухоженно;no;instock;15836;1101,75;bio-spa-professional-leave-hair-moisturizing-cream-enriched-argan-oil-and-shea-butter.gif
Bio Spa Профессиональный Шампунь для жирных и тонких волос;Уход за волосами;Bio Spa Профессиональный шампунь для жирных и тонких волос с грязью Мертвого Моря и Алоэ Вера<br>Грязь мертвого моря оказывает обезжиривающий и восстанавливающий эффект для волос, питая при этом кожу и нормализуя жировой баланс.<br><br>Алоэ Вера оказывает успокаивающий и восстановительный эффект<br><br>400 мл<br><br>(артикул 15835);no;instock;15835;1101,75;bio-spa-professional-shampoo-oily-thin-hair-dead-sea-mud-and-aloe-vera.gif
Bio Spa Профессиональный шампунь для поврежденных и сухих волос;Уход за волосами;Содержит минералы Мертвого Моря, масло Аргана и экстракт ростков пшеницы. <br>Масло Арганы увлажняет и питает кожу головы, экстракт ростков пшеницы восстанавливает головы и стимулирует рост волос.<br><br>Минералы Мертвого Моря способствуют восстановлению баланса жирности и стимулируют регенерацию как кожи головы, так и волос<br><br>400 мл<br><br>(артикул 15833);no;instock;15833;1101,75;bio-spa-professional-shampoo-damaged-dry-colored-hair-argan-wheat-sprout.gif
Bio Spa Профессиональный шампунь для сухих окрашенных волос;Уход за волосами;Bio Spa Профессиональный шампунь для сухих окрашенных волос с маслом Аргана и  Экстрактом ростков пшеницы<br><br>Обогащен минералами Мертвого Моря,  питающими и нормализующими обмен веществ кожи головы, <br><br>масло Аргана - питает и увлажняет волосы, <br><br>ростки пшеницы оказывают мощный регенерирующий эффект, стимулируя рост волос.<br><br>400 мл<br><br>(артикул 15833);no;instock;15833;1101,75;bio-spa-professional-shampoo-damaged-dry-colored-hair-argan-wheat-sprout.gif
Bio Spa Профессиональный шампунь для укрепления волос ;Уход за волосами;Sea of Spa' Шампунь для укрепления волос с экстрактом моркови и маслом Ши<br><br>Предназначен для окрашенных волос<br>Во-первых, закрепляет нанесенный цвет, <br>во-вторых, восстанавливает волосы.<br>Содержит:<br> - экстракт моркови<br>- витамины A, C, E и B5 - минералы Мертвого Моря. <br><br>Шампунь укрепляет корни волос и питает кожу головы<br><br>Подходит для ежедневного использования<br> <br>400 мл<br><br> (артикул 15832);no;instock;15832;1101,75;bio-spa-professional-shampoo-stronger-hair-enriched-carrot-sea-buckthorn.gif
Bio Spa Сыворотка для волос с маслом Аргана и минералами Мертвого Моря;Уход за волосами;BIO SPA – Сыворотка для волос, обогащенная маслом Аргана.  <br>Продукт относится к серии ежедневного ухода за волосами. <br>Несколько капель сыворотки наносятся на влажные волосы, это дает защиту волосам, питание, уход, легкость в укладке и гладкость волос. <br>Масло Арганы питает волосы омега 6 - жирной кислотой и витамином Е.<br><br>Сыворотка идеально подходит для волос, поврежденных окраской, завивкой и термообработкой <br><br>100 мл<br>(артикул 15849);no;instock;15849;1426,75;bio-spa-hair-serum-drops-argan-oil-and-dead-sea-minerals.gif
Calming and Hydrating Mask with Shea Butter Aloe Vera, Dead Sea Minerals;Сыворотки и маски;Sea of Spa's Calming  n  Hydrating Beauty Mask enriched with Shea Butter  n  Aloe Vera is a wonderful moisturizing and relaxing beauty mask. An excellent treatment for dull lifeless skin, this will return the youthful glow and color to your skin and slow the aging process. (артикул 16264);no;instock;16264;1491,75;calming-hydrating-mask-shea-butter-aloe-vera-dead-sea-minerals.jpg
Canaan Organic Восстанавливающий крем для тела;Уход за телом;Крем питает кожу, давай клеткам энергию, омолаживая кожу.;no;instock;16393;1296,75;canaan-organic-revitalizing-body-cream-organic-skin-care.gif
Canaan Восстанавливающий шампунь, Organic Skin Care;Уход за волосами;Содержит масло ореховn Macadamia, масло Жожоба и Оливковое масло. <br>Все экстракты исключительно органического происхождения, содержит ароматические масла.<br> <br> <br>Запатентованный комплекс веществ CSE Complex™ оказывает восстанавливающее и омолаживающее действие<br> <br>Шампунь позиционируется как гипоаллергенная косметика для волос<br><br>250 мл<br>(артикул 16384);no;instock;16384;1101,75;canaan-restorative-organic-shampoo-organic-skin-care.gif
Canaan крем для рук, Dead Sea Cosmetics;Крема;Canaan Крем для рук считается лучшим в этой серии.<br>Содержит минералы Мертвого Моря и интенсивную увлажняющую и восстанавливающую кремовую основу.<br>Подходит для любого типа кожи;no;instock;16410;776,75;canaan-hand-cream-dead-sea-cosmetics.gif
Canaan Лосьон для тела на водной основе, Dead Sea Cosmetics;Уход за телом;Смягчает и увлажняет. Это лосьон на водной основе, поэтому он подходит для жирной или комбинированной кожи, раскрывает поры и в то же время удерживает влагу внутри.;no;instock;16446;1296,75;canaan-aqua-based-body-lotion-dead-sea-cosmetics.gif
Canaan Масло - кондиционер для тела, Organic Cosmetics;Уход за телом;Питательное, увлажняющее масло - кондиционер, используется ПОСЛЕ ванной или душа или при массаже.;no;instock;16385;1296,75;canaan-conditioning-body-oil-organic-cosmetics.gif
Canaan Массажное масло для тела, Dead Sea Cosmetics;Уход за телом;Очищают кожу, оказывает легкий разогревающий эффект, содержит растительные масла;no;instock;16448;1036,75;canaan-rich-massage-body-oil-dead-sea-cosmetics.gif
Canaan многофункциональный крем для рук, Organic Cosmetics;Крема;Комплексный уход за чувствительной кожей рук. Органические  масла орехов макадамии, жожоба и оливок.<br>Смягчает кожу рук, снимает раздражение, делает кожу гладкой  и эластичной;no;instock;16389;906,75;canaan-multi-action-hand-cream-organic-cosmetics.gif
Canaan Мыло - плинг для тела, Dead Sea;Уход за телом;За счет наличия мягких органических кислот в составе мыло прекрасно удаляет огрубевшие частички кожи, минералы Мертвого Моря балансируют pH кожи, делая ее мягкой и гладкой.<br><br>250 мл<br>(артикул 16440);no;instock;16440;1101,75;canaan-body-peeling-soap-dead-sea-products.gif
Dead Sea Cosmetics Gift Set - Face and Hair Care;Лечебная косметика;Spoil your loved  one with this Health and Beauty Face and Hair Care Gift Set. This set will provide the full care treatment to your face and hair, giving your body just what it needs. (артикул 15822);no;instock;15822;6496,75;dead-sea-cosmetics-gift-set-face-hair-care.gif
Dead Sea Cosmetics Gift Set - Face and Hair Care;Уход за волосами;Spoil your loved  one with this Health and Beauty Face and Hair Care Gift Set. This set will provide the full care treatment to your face and hair, giving your body just what it needs. (артикул 15822);no;instock;15822;6496,75;dead-sea-cosmetics-gift-set-face-hair-care.gif
Dead Sea Cosmetics Gift Set - Olive Oil and Honey;Лечебная косметика;Treat yourself or your loved one to this wonderful Health and Beauty Olive Oil and Honey Gift Set with all the perfect products to nourish and give your body and hair that smooth and rejuvenated feeling. The products are packed for delivery , the gift box attached for self wrapping. (артикул 15820);no;instock;15820;5196,75;dead-sea-cosmetics-gift-set-olive-oil-honey_0.gif
Dead Sea Face Toner with Aloe Vera Chamomile and Vitamin A;Лечебная косметика;Enriched with natural ingredients and Dead Sea minerals, this facial toner with Chamomile, Aloe Vera and Vitamin A, this toner will leave your skin clean, moisturized and rejuvenated. (артикул 16001);no;instock;16001;1101,75;dead-sea-face-toner-aloe-vera-chamomile-vitamin.gif
Dead Sea Minerals Hand and Foot Cream Bundle - Great Deal!;Крема;Vitamins A and E enrich both the hand  n  nail cream and the anti-crack foot cream with additional Dead Sea minerals to make your skin look younger and feel smoother.100 ml each tube (артикул 14883);no;instock;14883;841,75;dead-sea-minerals-hand-foot-cream-bundle-great-deal.jpg
Dead Sea Minerals Hand and Foot Cream Bundle - Great Deal!;Лечебная косметика;Vitamins A and E enrich both the hand  n  nail cream and the anti-crack foot cream with additional Dead Sea minerals to make your skin look younger and feel smoother.100 ml each tube (артикул 14883);no;instock;14883;841,75;dead-sea-minerals-hand-foot-cream-bundle-great-deal.jpg
Dead Sea Minerals Hand and Foot Cream Bundle - Great Deal!;Наборы;Vitamins A and E enrich both the hand  n  nail cream and the anti-crack foot cream with additional Dead Sea minerals to make your skin look younger and feel smoother.100 ml each tube (артикул 14883);no;instock;14883;841,75;dead-sea-minerals-hand-foot-cream-bundle-great-deal.jpg
Dead Sea Minerals Purifying Mud Mask for Sensitive and Acne-Prone Skin;Лечебная косметика;Dead Sea mineral mud mask cleanses and purifies, absorbing extra oil and leaving skin rejuvenated. For sensitive and acne-prone skin types (артикул 14925);no;instock;14925;1946,75;dead-sea-minerals-purifying-mud-mask-sensitive-acne-prone-skin.jpg
Dead Sea Minerals Purifying Mud Mask for Sensitive and Acne-Prone Skin;Сыворотки и маски;Dead Sea mineral mud mask cleanses and purifies, absorbing extra oil and leaving skin rejuvenated. For sensitive and acne-prone skin types (артикул 14925);no;instock;14925;1946,75;dead-sea-minerals-purifying-mud-mask-sensitive-acne-prone-skin.jpg
Dead Sea Soapless Peeling with Glycerin Orange Oil and Vitamin E;Лечебная косметика;Health and Beauty's Luxurious Soapless Face Peeling with Glycerin Orange Oil  n  Vitamin E is a gentle, nourishing, foaming cleanser for non-abrasive Facial peeling. This special product  moisturizes while deep cleansing your skin and pores. (артикул 16008);no;instock;16008;1101,75;dead-sea-soapless-peeling-glycerin-orange-oil-vitamin-e.gif
Dead Sea гипоалергенное Мыло с Оливковым маслом и Медом;Лечебная косметика;Dead Sea антивозрастное минеральное мыло.<br>Содержит Оливковое масло и мед, отлично увлажняя и очищая кожу<br><br>125 г <br>(артикул 13174);no;instock;13174;776,75;hypoallergenic-olive-oil-honey-dead-sea-soap.jpg
Dead Sea Защитный крем для рук, Natural Sea Beauty;Крема;Защищает кожу рук от УФ - воздействия и смягчает;no;instock;7116;1491,75;dead-sea-protective-hand-cream-natural-sea-beauty.jpg
Dead Sea Интенсивный защитный крем для рук,  Sea of Spa;Крема;Интенсивный, усиленная защита кожи рук с минералами Мертвого Моря. Восстанавливает, смягчает и питает кожу рук. 150 ml;no;instock;15330;646,75;dead-sea-intensive-protection-hand-cream-sea-spa.gif
Dead Sea Маска  - кондиционер с грязью Мертвого Моря;Сыворотки и маски;Уникальная формула маски содержит в составе:<br> - минералы Мертвого Моря,<br> - растительный экстракты, <br> - Оливковое Масло, <br> - масло Миндаля <br> - масло Жожоба, <br> - витамин Е. T<br><br>Делает волосы гладки ми, блестящими, питает и увлажняет кожу головы. <br>Рекомендовано для поврежденных окраской или термообработкой волос.<br><br>Применение: нанести на чистые влажные волосы, оставить на 5-10 минут, смыть маску теплой водой<br><br>250 мл<br><br>(артикул 15344);no;instock;15344;1491,75;dead-sea-hair-conditioning-mud-mask-sea-spa.jpg
Dead Sea Маска  - кондиционер с грязью Мертвого Моря;Уход за волосами;Уникальная формула маски содержит в составе:<br> - минералы Мертвого Моря,<br> - растительный экстракты, <br> - Оливковое Масло, <br> - масло Миндаля <br> - масло Жожоба, <br> - витамин Е. T<br><br>Делает волосы гладки ми, блестящими, питает и увлажняет кожу головы. <br>Рекомендовано для поврежденных окраской или термообработкой волос.<br><br>Применение: нанести на чистые влажные волосы, оставить на 5-10 минут, смыть маску теплой водой<br><br>250 мл<br><br>(артикул 15344);no;instock;15344;1491,75;dead-sea-hair-conditioning-mud-mask-sea-spa.jpg
Dead Sea Маска для окрашенных волос с облепихой;Лечебная косметика;<br>Мака содержит концентрат Облепихового масла, антиоксиданты, Витамины  A, E и  B5 , экстракт моркови и масло Ши<br><br>Используется после шампуня - наносится на голову и втирается в кожу массажными движениями. Оставить на 5 минут и смыть теплой водой<br><br>250 мл<br><br>(артикул 14899);no;instock;14899;1296,75;dead-sea-minerals-sea-buckthorn-obliphica-nourishing-hair-mask-dry-or-colored-hair.jpg
Dead Sea Маска для окрашенных волос с облепихой;Сыворотки и маски;<br>Мака содержит концентрат Облепихового масла, антиоксиданты, Витамины  A, E и  B5 , экстракт моркови и масло Ши<br><br>Используется после шампуня - наносится на голову и втирается в кожу массажными движениями. Оставить на 5 минут и смыть теплой водой<br><br>250 мл<br><br>(артикул 14899);no;instock;14899;1296,75;dead-sea-minerals-sea-buckthorn-obliphica-nourishing-hair-mask-dry-or-colored-hair.jpg
Dead Sea Маска для окрашенных волос с облепихой;Уход за волосами;<br>Мака содержит концентрат Облепихового масла, антиоксиданты, Витамины  A, E и  B5 , экстракт моркови и масло Ши<br><br>Используется после шампуня - наносится на голову и втирается в кожу массажными движениями. Оставить на 5 минут и смыть теплой водой<br><br>250 мл<br><br>(артикул 14899);no;instock;14899;1296,75;dead-sea-minerals-sea-buckthorn-obliphica-nourishing-hair-mask-dry-or-colored-hair.jpg
Dead Sea Мыло - молочко против псориаза;Уход за телом;Нежно очищает пораженные участки кожи<br>Содержит 26 специализированных минералов Мертвого Моря, известные именно противопсориазным эффектом.<br><br>Наносится на влажную кожу. <br><br>250 мл<br>артикул 15595);no;instock;15595;2596,75;dead-sea-skin-relief-psoriasis-body-milk-soap.jpg
Dead Sea Набор для ухода за ногтями;Крема;Набор для ухода за ногтями:<br>- интенсивный восстанавливающий гель для рук и ногтей с минералами мертвого Моря и масло алоэ,<br>- пилка для ногтей с 4 полирующими поверхностями,<br>- масло для кутикулы и<br>- 2 увлажняющие полирующие салфетки;no;instock;15940;1946,75;dead-sea-nail-care-kit.gif
Dead Sea Пилинг с глицерином, маслом апельсина и витамином Е;Лечебная косметика;Этот пиллинг-крем не содержит мыла, поэтому глубокое очищающее действие не сушит кожу. <br>Отлично удаляет ороговевшие клетки, грязь и поврежденные клетки кожи, масло апельсина удаляет пигментные пятна и способствует регенерации кожи.<br>Подходит для чувствительной кожи, не вызывает раздражения.<br><br>Дополнительно содержит экстракт ромашки, витамин Е и минералы Мертвого Моря.<br><br>Относится к анти-возрастной серии ухода за лицом<br><br>250 мл<br><br> (артикул 16008);no;instock;16008;1101,75;dead-sea-soapless-peeling-glycerin-orange-oil-vitamin-e.gif
H and B Dead Sea Aloe Vera Moisturizer 180ml;Лечебная косметика;Help your skin feel silky smooth with this Dead Sea Minerals Moisterizer enriches with soothing Aloe Vera. (артикул 15230);no;instock;15230;906,75;hb-dead-sea-aloe-vera-moisturizer-180ml.jpg
H and B Dead Sea Aloe Vera Moisturizer 180ml;Уход за телом;Help your skin feel silky smooth with this Dead Sea Minerals Moisterizer enriches with soothing Aloe Vera. (артикул 15230);no;instock;15230;906,75;hb-dead-sea-aloe-vera-moisturizer-180ml.jpg
H and B Dead Sea Makeup Remover Towelettes;Лечебная косметика;Your skin takes a beating everyday from the wind and dirt in the air around you. Use these refreshing makeup remover wipes from H n B Dead sea minerals to cleanse your face of makeup and other impurities. (артикул 15229);no;instock;15229;646,75;hb-dead-sea-makeup-remover-towelettes.jpg
H and B Dead Sea Minerals Refreshing Foot Cream Deodarant, 100 ml tube;Лечебная косметика;Vitamins A and E enrich this foot cream based on Dead Sea minerals that not only moisturizes and heals cracked skin, but also offer protection against foot odor.100 ml tube (артикул 14943);no;instock;14943;581,75;hb-dead-sea-minerals-refreshing-foot-cream-deodarant-100-ml-tube.jpg
Hand and Nail Multi-Vitamin Cream with Dead Sea Minerals - 180ml;Крема;This hand cream based on Dead Sea minerals is enriched with Vitamins A and E that moisturizes your hands and also strengthens fingernails.180 ml tube (артикул 14941);no;instock;14941;942,5;hand-nail-multi-vitamin-cream-dead-sea-minerals-180ml.jpg
Hand and Nail Multi-Vitamin Cream with Dead Sea Minerals - 180ml;Лечебная косметика;This hand cream based on Dead Sea minerals is enriched with Vitamins A and E that moisturizes your hands and also strengthens fingernails.180 ml tube (артикул 14941);no;instock;14941;942,5;hand-nail-multi-vitamin-cream-dead-sea-minerals-180ml.jpg
Hypoallergenic Olive Oil and Honey, Dead Sea Soap;Лечебная косметика;Dead Sea anti-aging mineral soap contains olive oil and honey to moisturize skin while deep cleansing and removing impurities.125 gr bar (артикул 13174);no;instock;13174;776,75;hypoallergenic-olive-oil-honey-dead-sea-soap.jpg
Intensive Avocado and Aloe Vera Face Cream with Dead Sea Minerals;Лечебная косметика;Combination of avocado, aloe vera, and Dead Sea minerals make an intensive antioxidant facial moisturizer that keeps skin soft and supple. For normal to dry skin types50 ml (артикул 14918);no;instock;14918;1751,75;intensive-avocado-aloe-vera-face-cream-dead-sea-minerals.jpg
Mogador питательный крем для волос, Аргановое масло (Mogador Nourishing Hair Cream, Argan Oil);Уход за волосами;Крем содержит концентрированный запатентованный комплекс   JAS Organic Complex™  , который восстанавливает волосы,спаивает секущиеся кончики и ухаживает за кожей гооловы;no;instock;16544;1101,75;mogador-nourishing-hair-cream-argan-oil.jpg
Multi-Vitamin Cream for Hands and Nails with Dead Sea Minerals - 250ml;Крема;Moisturize your hands and also strengthen your fingernails with this hand cream based on Dead Sea minerals. It is also enriched with Vitamins A and E and other moisterizing ingrediants.250 ml tube (артикул 14942);no;instock;14942;1007,5;multi-vitamin-cream-hands-nails-dead-sea-minerals-250ml.jpg
Multi-Vitamin Cream for Hands and Nails with Dead Sea Minerals - 250ml;Лечебная косметика;Moisturize your hands and also strengthen your fingernails with this hand cream based on Dead Sea minerals. It is also enriched with Vitamins A and E and other moisterizing ingrediants.250 ml tube (артикул 14942);no;instock;14942;1007,5;multi-vitamin-cream-hands-nails-dead-sea-minerals-250ml.jpg
Multi-Vitamin Hand and Nail Cream with Dead Sea Minerals;Крема;Vitamins A and E enrich this hand cream based on Dead Sea minerals that not only moisturizes skin but also strengthens fingernails.100 ml tube (артикул 13207);no;instock;13207;646,75;multi-vitamin-hand-nail-cream-dead-sea-minerals.jpg
Multi-Vitamin Hand and Nail Cream with Dead Sea Minerals;Лечебная косметика;Vitamins A and E enrich this hand cream based on Dead Sea minerals that not only moisturizes skin but also strengthens fingernails.100 ml tube (артикул 13207);no;instock;13207;646,75;multi-vitamin-hand-nail-cream-dead-sea-minerals.jpg
Natural Sea Beauty Кондиционер для волос с грязью Мертвого Моря;Уход за волосами;Кондиционер, основанный на минеральной грязи Мертвого Моря.<br><br>Предназначен для смягчения волос, увлажняет и питает их. <br>Используется после шампуня и смывается теплой водой.<br><br>Идеально подходит для сухих, поврежденных и окрашенных волос.<br>Так же содержит масло Календулы, масло Ромашки и витамин Е.<br><br>После применения кондиционера волосы легко расчесываются, не спутываются, легко укладываются<br><br>220 мл<br><br>(артикул 16987);no;instock;16987;1296,75;natural-sea-beauty-mud-hair-conditioner.jpg
Olive Oil and Honey Dead Sea Minerals Face Cream SPF 20;Лечебная косметика;Keep wrinkles at bay with this intensive anti-aging antioxidant facial moisturizer based on olive oil, honey, plant extracts, and Dead Sea Minerals. For normal skin to very dry skin50 ml (артикул 14917);no;instock;14917;1751,75;olive-oil-honey-dead-sea-minerals-face-cream-spf-20.jpg
Olive Oil and Honey Nourishing Hair Mask with Dead Sea Minerals;Лечебная косметика;Mineral-rich olive oil and honey antioxidant hair mask repairs and conditions hair and protects it from damage caused by weather exposure and styling. For all hair types.250 ml (артикул 14898);no;instock;14898;1296,75;olive-oil-honey-nourishing-hair-mask-dead-sea-minerals.jpg
