ID;post_author;post_date;post_date_gmt;post_content;post_title;post_excerpt;post_status;comment_status;ping_status;post_password;post_name;to_ping;pinged;post_modified;post_modified_gmt;post_content_filtered;post_parent;guid;menu_order;post_type;post_mime_type;comment_count;product_type;backorders;featured;length;manage_stock;price;product_url;purchase_note;regular_price;sale_price;shipping_class;sku;sold_individually;stock;stock_status;tax_class;tax_status;total_sales;virtual;visibility;weight;height;width;default_attributes;variation_description;button_text;crosssell_ids;downloadable;download_expiry;download_limit;edit_last;edit_lock;file_path;jetpack_dont_email_post_to_subs;jetpack_related_posts_cache;max_variation_price;max_variation_regular_price;max_variation_sale_price;min_variation_price;min_variation_regular_price;min_variation_sale_price;product_attributes;product_image_gallery;product_version;sale_price_dates_from;sale_price_dates_to;thumbnail_id;upsell_ids;wc_average_rating;wc_rating_count;wc_review_count;wpas_done_all;wp_old_slug;wp_page_template;attributes;variations;categories;tags;product_gallery;product_gallery_name;featured_image;featured_image_name
2000;3;2017-03-18 16:55:34;2017-03-18 13:55:34;Шампунь для нормальных и сухих волос с Оливковым маслом , маслом Жожоба и Минералами Мертвого Моря<br><br>За счет присутствующих масел Оливы и Жожоба шампунь прекрасно увлажняет волосы. Уходит сухость, ломкость, они становятся послушными и исчезают секущиеся кончики. В то же время минеральный состав позволяет коже головы оставаться увлажненной, но не сальной.<br>Для нормальных и сухих волос;Шампунь для нормальных и сухих волос с Оливковым маслом , маслом Жожоба и Минералами Мертвого Моря;;publish;closed;open;;%d1%88%d0%b0%d0%bc%d0%bf%d1%83%d0%bd%d1%8c-%d0%b4%d0%bb%d1%8f-%d0%bd%d0%be%d1%80%d0%bc%d0%b0%d0%bb%d1%8c%d0%bd%d1%8b%d1%85-%d0%b8-%d1%81%d1%83%d1%85%d0%b8%d1%85-%d0%b2%d0%be%d0%bb%d0%be%d1%81-%d1%81;;;2017-03-18 22:10:46;2017-03-18 19:10:46;;0;http://израильскаякосметика.рф/?product=%d1%88%d0%b0%d0%bc%d0%bf%d1%83%d0%bd%d1%8c-%d0%b4%d0%bb%d1%8f-%d0%bd%d0%be%d1%80%d0%bc%d0%b0%d0%bb%d1%8c%d0%bd%d1%8b%d1%85-%d0%b8-%d1%81%d1%83%d1%85%d0%b8%d1%85-%d0%b2%d0%be%d0%bb%d0%be%d1%81-%d1%81;0;product;;0;simple;no;no;;no;410;;;410;;;16260;;;instock;;none;0;no;visible;;;;;;;a:0:{};no;;;;;;1;"a:1:{s:32:""32b0bf150bb6bd30c74ed5fafdacd61f"";a:2:{s:7:""expires"";i:1484589494;s:7:""payload"";a:3:{i:0;a:1:{s:2:""id"";i:1944;}i:1;a:1:{s:2:""id"";i:1983;}i:2;a:1:{s:2:""id"";i:1982;}}}}";;;;;;;a:0:{};;2.6.4;;;;a:0:{};0;a:0:{};0;1;;default;;;Расширенный список->Брэнд Dead Sea|Крема|Расширенный список|Расширенный список->Спа - серия Sea of SPA|Уход за волосами|Расширенный список->Уход за волосами|Расширенный список->Уход за кожей рук и ног;;;;;
2001;3;2017-03-18 16:55:34;2017-03-18 13:55:34;Масло Аргана - наилучший продукт для восстановления поврежденных волос. <br><br>Содержит антиоксиданты, защищающие волосы от внешнего воздействия и старения.<br>Масло удерживает клеточную жидкость в волосах и способствует регенерации.<br> <br>Дополнительно содержит масло косточек винограда,экстракт Розмарина и масло Алоэ Вера.  <br><br>Наносится масло на вымытые волосы, массажными движениями втирается в коже головы.  Оставьте на волосах на 1-2 минуты и смойте теплой водой<br><br>780 мл<br><br>(артикул 15721);Шампунь с Марроканским маслом Аргана;;publish;closed;open;;%d1%88%d0%b0%d0%bc%d0%bf%d1%83%d0%bd%d1%8c-%d1%81-%d0%bc%d0%b0%d1%80%d1%80%d0%be%d0%ba%d0%b0%d0%bd%d1%81%d0%ba%d0%b8%d0%bc-%d0%bc%d0%b0%d1%81%d0%bb%d0%be%d0%bc-%d0%b0%d1%80%d0%b3%d0%b0%d0%bd%d0%b0;;;2017-03-18 22:10:51;2017-03-18 19:10:51;;0;http://израильскаякосметика.рф/?product=%d1%88%d0%b0%d0%bc%d0%bf%d1%83%d0%bd%d1%8c-%d1%81-%d0%bc%d0%b0%d1%80%d1%80%d0%be%d0%ba%d0%b0%d0%bd%d1%81%d0%ba%d0%b8%d0%bc-%d0%bc%d0%b0%d1%81%d0%bb%d0%be%d0%bc-%d0%b0%d1%80%d0%b3%d0%b0%d0%bd%d0%b0;0;product;;0;simple;no;no;;no;470;;;470;;;15721;;;instock;;none;0;no;visible;;;;;;;a:0:{};no;;;;;;1;"a:1:{s:32:""948f330134b977d0f4e9f3f98cb8c4a6"";a:2:{s:7:""expires"";i:1488610537;s:7:""payload"";a:3:{i:0;a:1:{s:2:""id"";i:1928;}i:1;a:1:{s:2:""id"";i:1891;}i:2;a:1:{s:2:""id"";i:1941;}}}}";;;;;;;a:0:{};;2.6.4;;;;a:0:{};0;a:0:{};0;1;;default;;;Расширенный список->Марокканское аргановое масло|Расширенный список->Мыла Dead Sea|Расширенный список->Парфюмерия|Парфюмерия и дезодоранты|Расширенный список|Уход за волосами|Расширенный список->Уход за волосами|Расширенный список->Шампуни Dead Sea;;;;;
2040;3;2017-03-18 16:53:11;2017-03-18 13:53:11;Во-первых, у крема очень мощный солнцезащитный фильтр -  SPF45. Т.е. крем подходит для летнего периода иили в поездку в жаркие страны.<br><br>Помимо обязательного минерального состава, балансирующего увлажненность кожи, в состав крема входит Масло Тыквы, обладающее омолаживающим, регенерирующим эффектом.<br><br>При этом запаха тыквы от крема нет, он вполне нейтральный и не конфликтует с какими-либо парфюмерными средствами <br><br>(артикул 15916);Антивозрастной крем с маслом тыквы;;publish;closed;open;;%d0%b0%d0%bd%d1%82%d0%b8%d0%b2%d0%be%d0%b7%d1%80%d0%b0%d1%81%d1%82%d0%bd%d0%be%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d1%81-%d0%bc%d0%b0%d1%81%d0%bb%d0%be%d0%bc-%d1%82%d1%8b%d0%ba%d0%b2%d1%8b;;;2017-03-18 22:05:01;2017-03-18 19:05:01;;0;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/?product=%d0%b0%d0%bd%d1%82%d0%b8%d0%b2%d0%be%d0%b7%d1%80%d0%b0%d1%81%d1%82%d0%bd%d0%be%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d1%81-%d0%bc%d0%b0%d1%81%d0%bb%d0%be%d0%bc-%d1%82%d1%8b%d0%ba%d0%b2%d1%8b;0;product;;0;simple;no;no;;no;560;;;560;;;15916;;;instock;;none;0;no;visible;;;;;;;a:0:{};no;;;;;;1;"a:1:{s:32:""32b0bf150bb6bd30c74ed5fafdacd61f"";a:2:{s:7:""expires"";i:1486774154;s:7:""payload"";a:3:{i:0;a:1:{s:2:""id"";i:2228;}i:1;a:1:{s:2:""id"";i:1947;}i:2;a:1:{s:2:""id"";i:2205;}}}}";;;;;;;a:0:{};1294;2.6.4;;;1294;a:0:{};0;a:0:{};0;1;;default;;;Расширенный список->Брэнд Dead Sea|Расширенный список->Противовозрастная косметика Dead Sea|Расширенный список|Расширенный список->Спа - серия Sea of SPA|Расширенный список->Уход за лицом;;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/anti-aging-day-cream-enriched-dead-sea-minerals-pumpkin-oil-spf-45.jpg;anti-aging-day-cream-enriched-dead-sea-minerals-pumpkin-oil-spf-45.jpg;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/anti-aging-day-cream-enriched-dead-sea-minerals-pumpkin-oil-spf-45.jpg;anti-aging-day-cream-enriched-dead-sea-minerals-pumpkin-oil-spf-45.jpg
2041;3;2017-03-18 16:53:06;2017-03-18 13:53:06;Pamper your little baby with this nourishing and gentle tearless shampoo and soapless wash. This wonderful product contains oils and extracts that moisturize and cleanse your baby’s delicate skin and hair.;Tearless Shampoo and Soapless Baby Wash;;publish;closed;open;;tearless-shampoo-and-soapless-baby-wash;;;2017-03-18 22:04:49;2017-03-18 19:04:49;;0;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/?product=%d0%b4%d0%b5%d1%82%d1%81%d0%ba%d0%b8%d0%b9-%d1%88%d0%b0%d0%bc%d0%bf%d1%83%d0%bd%d1%8c-%d0%b1%d0%b5%d0%b7-%d1%81%d0%bb%d0%b5%d0%b7;0;product;;0;simple;no;no;;no;530;;;530;;;16693;;;instock;;none;0;no;visible;;;;;;;a:0:{};no;;;;;;1;"a:1:{s:32:""32b0bf150bb6bd30c74ed5fafdacd61f"";a:2:{s:7:""expires"";i:1481889441;s:7:""payload"";a:3:{i:0;a:1:{s:2:""id"";i:2000;}i:1;a:1:{s:2:""id"";i:1895;}i:2;a:1:{s:2:""id"";i:1999;}}}}";;;;;;;a:0:{};;2.6.4;;;;a:0:{};0;a:0:{};0;1;;default;;;Расширенный список->Health and Beauty Cosmetics|Расширенный список->Брэнд Dead Sea|Расширенный список->Для душа|Лечебная косметика|Расширенный список->Лечебная серия Dead Sea|Расширенный список->Мыла Dead Sea|Расширенный список|Расширенный список->Спа - серия Sea of SPA|Расширенный список->Шампуни Dead Sea;;;;;
2042;3;2017-03-18 16:53:46;2017-03-18 13:53:46;Серия Sea of Spa - мужской крем для лица и средство против облысения.<br><br>Подходит для ежедневного использования.<br>Содержит минералы Мертвого Моря и растительные экстракты. Солнцезащитный фактор - SPF 25<br> This men's care p<br><br>60 мл<br>(артикул 15908);Защитный крем для лица и средство от облысения;;publish;closed;open;;%d0%b7%d0%b0%d1%89%d0%b8%d1%82%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%b4%d0%bb%d1%8f-%d0%bb%d0%b8%d1%86%d0%b0-%d0%b8-%d1%81%d1%80%d0%b5%d0%b4%d1%81%d1%82%d0%b2%d0%be-%d0%be%d1%82-%d0%be%d0%b1;;;2017-03-18 22:06:09;2017-03-18 19:06:09;;0;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/?product=%d0%b7%d0%b0%d1%89%d0%b8%d1%82%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%b4%d0%bb%d1%8f-%d0%bb%d0%b8%d1%86%d0%b0-%d0%b8-%d1%81%d1%80%d0%b5%d0%b4%d1%81%d1%82%d0%b2%d0%be-%d0%be%d1%82-%d0%be%d0%b1;0;product;;0;simple;no;no;;no;530;;;530;;;15908;;;instock;;none;0;no;visible;;;;;;;a:0:{};no;;;;;;1;"a:1:{s:32:""32b0bf150bb6bd30c74ed5fafdacd61f"";a:2:{s:7:""expires"";i:1489572666;s:7:""payload"";a:3:{i:0;a:1:{s:2:""id"";i:1974;}i:1;a:1:{s:2:""id"";i:2352;}i:2;a:1:{s:2:""id"";i:2228;}}}}";;;;;;;a:0:{};1591;2.6.4;;;1591;a:0:{};0;a:0:{};0;1;;default;;;Расширенный список->Брэнд Dead Sea|Расширенный список->Мужская косметическая линия Dead Sea|Расширенный список|Расширенный список->Спа - серия Sea of SPA|Расширенный список->Уход за лицом;;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/protective-day-cream-face-baldness-men-enriched-dead-sea-minerals.gif;protective-day-cream-face-baldness-men-enriched-dead-sea-minerals.gif;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/protective-day-cream-face-baldness-men-enriched-dead-sea-minerals.gif;protective-day-cream-face-baldness-men-enriched-dead-sea-minerals.gif
2043;3;2017-03-18 16:53:51;2017-03-18 13:53:51;Очень интенсивная маска, увлажняющая и питающая кожу. Подходит для сухой и сухой аллергенной кожи.. <br><br>Масло Арганы обладает очень мощным антивозрастным эффектом, делает кожу мягкой, гладкой, убирает все воспалительные процессы <br><br>Содержит запатентованный комплекс JAS ORGANIC Complex™ и не содержит парабены.<br>Это именно масло, т.е. наносится сыворотка - по 1  капельке на кончики пальцев и втирается в кожу. Можно добавить в наносимые крем. <br>Не оставляет жирного блеска на лице, отлично впитывается.<br><br>30 мл<br>(артикул 16542);Интенсивная сыворотка для лица с Маслом Арганы;;publish;closed;open;;%d0%b8%d0%bd%d1%82%d0%b5%d0%bd%d1%81%d0%b8%d0%b2%d0%bd%d0%b0%d1%8f-%d1%81%d1%8b%d0%b2%d0%be%d1%80%d0%be%d1%82%d0%ba%d0%b0-%d0%b4%d0%bb%d1%8f-%d0%bb%d0%b8%d1%86%d0%b0-%d1%81-%d0%bc%d0%b0%d1%81%d0%bb;;;2017-03-18 22:06:17;2017-03-18 19:06:17;;0;;0;product;;0;simple;no;no;;no;810;;;810;;;16542;;;instock;;none;0;no;visible;;;;;;;a:0:{};no;;;;;;1;"a:1:{s:32:""32b0bf150bb6bd30c74ed5fafdacd61f"";a:2:{s:7:""expires"";i:1480941084;s:7:""payload"";a:3:{i:0;a:1:{s:2:""id"";i:1947;}i:1;a:1:{s:2:""id"";i:1891;}i:2;a:1:{s:2:""id"";i:1928;}}}}";;;;;;;a:0:{};;2.6.4;;;;a:0:{};0;a:0:{};0;1;;default;;;Расширенный список->Брэнд Dead Sea|Расширенный список->Для душа|Расширенный список->Марокканское аргановое масло|Расширенный список->Маски Dead Sea|Расширенный список->Противовозрастная косметика Dead Sea|Расширенный список|Расширенный список->Серия Chic Cosmetics|Сыворотки и маски|Уход за волосами|Расширенный список->Уход за волосами|Расширенный список->Уход за лицом;;;;;
2044;3;2017-03-18 16:54:15;2017-03-18 13:54:15;Увлажняющая и успокаивающая маска для чувствительного и аллергического типа  кожи. <br>Содержит масло Ши, Алоэ Вера и минералы Мертвого Моря.<br><br>Стимулирует обновление клеток, поддерживая кожу увлажненной.<br><br>Очень приятная текстура маски и аромат<br><br>(артикул 16264);Маска для лица с маслом Ши;;publish;closed;open;;%d0%bc%d0%b0%d1%81%d0%ba%d0%b0-%d0%b4%d0%bb%d1%8f-%d0%bb%d0%b8%d1%86%d0%b0-%d1%81-%d0%bc%d0%b0%d1%81%d0%bb%d0%be%d0%bc-%d1%88%d0%b8;;;2017-03-18 22:07:21;2017-03-18 19:07:21;;0;;0;product;;0;simple;no;no;;no;660;;;660;;;16264;;;instock;;none;0;no;visible;;;;;;;a:0:{};no;;;;;;1;"a:1:{s:32:""32b0bf150bb6bd30c74ed5fafdacd61f"";a:2:{s:7:""expires"";i:1485059479;s:7:""payload"";a:3:{i:0;a:1:{s:2:""id"";i:1954;}i:1;a:1:{s:2:""id"";i:1941;}i:2;a:1:{s:2:""id"";i:1978;}}}}";;;;;;;a:0:{};1349;2.6.4;;;1349;a:0:{};0;a:0:{};0;1;;default;;;Расширенный список->Брэнд Dead Sea|Расширенный список->Маски Dead Sea|Расширенный список->Противовозрастная косметика Dead Sea|Расширенный список|Расширенный список->Спа - серия Sea of SPA|Сыворотки и маски;;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/calming-hydrating-mask-shea-butter-aloe-vera-dead-sea-minerals.jpg;calming-hydrating-mask-shea-butter-aloe-vera-dead-sea-minerals.jpg;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/calming-hydrating-mask-shea-butter-aloe-vera-dead-sea-minerals.jpg;calming-hydrating-mask-shea-butter-aloe-vera-dead-sea-minerals.jpg
2045;3;2017-03-18 16:55:04;2017-03-18 13:55:04;Питательный крем с маслом семян граната. <br><br>Очень нежный с мягким легким запахом.<br>Масло семян граната отлично питает и увлажняет кожу, минералы Мертвого Моря - обязательный компонент любого средства для кожи - сохраняют влагу в более глубоко лежащих слоях кожи.<br><br>Подходит для ежедневного использования для любого типа кожи<br><br>(артикул 16110);Питательный крем с Гранатом;;publish;closed;open;;%d0%bf%d0%b8%d1%82%d0%b0%d1%82%d0%b5%d0%bb%d1%8c%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d1%81-%d0%b3%d1%80%d0%b0%d0%bd%d0%b0%d1%82%d0%be%d0%bc;;;2017-03-18 22:09:27;2017-03-18 19:09:27;;0;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/?product=%d0%bf%d0%b8%d1%82%d0%b0%d1%82%d0%b5%d0%bb%d1%8c%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d1%81-%d0%b3%d1%80%d0%b0%d0%bd%d0%b0%d1%82%d0%be%d0%bc;0;product;;0;simple;no;no;;no;530;;;530;;;16110;;;instock;;none;0;no;visible;;;;;;;a:0:{};no;;;;;;1;"a:1:{s:32:""32b0bf150bb6bd30c74ed5fafdacd61f"";a:2:{s:7:""expires"";i:1486575108;s:7:""payload"";a:3:{i:0;a:1:{s:2:""id"";i:1990;}i:1;a:1:{s:2:""id"";i:1989;}i:2;a:1:{s:2:""id"";i:1933;}}}}";;;;;;;a:0:{};1587;2.6.4;;;1587;a:0:{};0;a:0:{};0;1;;default;;;Расширенный список->Health and Beauty Cosmetics|Расширенный список->Брэнд Dead Sea|Лечебная косметика|Расширенный список|Расширенный список->Спа и уход за телом|Уход за телом;;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/pomegranate-firming-cream-dead-sea-products.jpg;pomegranate-firming-cream-dead-sea-products.jpg;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/pomegranate-firming-cream-dead-sea-products.jpg;pomegranate-firming-cream-dead-sea-products.jpg
2046;3;2017-03-18 16:51:29;2017-03-18 13:51:29;Sea of Spa Natural Dead Sea Water contains all of the minerals from the Dead Sea. These minerals include &nbsp;Natural Dead Sea Water, Dead Sea Salt;;publish;closed;open;;natural-dead-sea-water-dead-sea-salt-2;;;2017-03-18 22:02:10;2017-03-18 19:02:10;;0;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/?product=%d1%82%d0%be%d0%bd%d0%b8%d0%ba-%d1%81-%d0%b0%d0%bb%d0%be%d1%8d-%d0%b2%d0%b5%d1%80%d0%b0-%d1%80%d0%be%d0%bc%d0%b0%d1%88%d0%ba%d0%be%d0%b9-%d0%b8-%d0%b2%d0%b8%d1%82%d0%b0%d0%bc%d0%b8%d0%bd%d0%be%d0%bc;0;product;;0;simple;no;no;;no;0;;;0;;;publish;;;instock;;none;0;no;visible;;;;;;;a:0:{};no;;;3;1478714761:3;;1;"a:1:{s:32:""32b0bf150bb6bd30c74ed5fafdacd61f"";a:2:{s:7:""expires"";i:1478757611;s:7:""payload"";a:3:{i:0;a:1:{s:2:""id"";i:2047;}i:1;a:1:{s:2:""id"";i:1976;}i:2;a:1:{s:2:""id"";i:1959;}}}}";;;;;;;a:0:{};;2.6.4;;;;a:0:{};0;a:0:{};0;1;lavilin-foot-repair-emulsion;default;;;Расширенный список->AHAVA - серия|Расширенный список->Organic Cosmetics|Расширенный список->Брэнд Dead Sea|Расширенный список->Крема от псориаза Dea Sea|Расширенный список->Лечебная серия Dead Sea|Расширенный список->Мужская косметическая линия Dead Sea|Наборы|Расширенный список|Расширенный список->Скидочные наборы|Расширенный список->Соли Dead Sea|Расширенный список->Солнцезащитные крема Dead Sea|Расширенный список->Спа - серия Sea of SPA|Расширенный список->Спа и уход за телом|Расширенный список->Уход за лицом|Уход за телом;;;;;
2047;3;2017-03-18 16:48:34;2017-03-18 13:48:34;Enriched with natural ingredients and Dead Sea minerals, this facial toner with Chamomile, Aloe Vera and Vitamin A, this toner will leave your skin clean, moisturized and rejuvenated.;Dead Sea Face Toner with Aloe Vera Chamomile and Vitamin A;;publish;closed;open;;dead-sea-face-toner-with-aloe-vera-chamomile-and-vitamin-a;;;2017-03-18 21:56:02;2017-03-18 18:56:02;;0;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/?product=%d1%82%d0%be%d0%bd%d0%b8%d0%ba-%d1%81-%d0%b0%d0%bb%d0%be%d1%8d-%d0%b2%d0%b5%d1%80%d0%b0-%d1%80%d0%be%d0%bc%d0%b0%d1%88%d0%ba%d0%be%d0%b9-%d0%b8-%d0%b2%d0%b8%d1%82%d0%b0%d0%bc%d0%b8%d0%bd%d0%be%d0%bc-2;0;product;;0;simple;no;no;;no;470;;;470;;;16001;;;instock;;none;0;no;visible;;;;;;;a:0:{};no;;;;;;1;"a:1:{s:32:""32b0bf150bb6bd30c74ed5fafdacd61f"";a:2:{s:7:""expires"";i:1486771335;s:7:""payload"";a:3:{i:0;a:1:{s:2:""id"";i:1959;}i:1;a:1:{s:2:""id"";i:1939;}i:2;a:1:{s:2:""id"";i:2262;}}}}";;;;;;;a:0:{};;2.6.4;;;;a:0:{};0;a:0:{};0;1;;default;;;Расширенный список->AHAVA - серия|Расширенный список->Health and Beauty Cosmetics|Расширенный список->Брэнд Dead Sea|Лечебная косметика|Расширенный список|Расширенный список->Уход за лицом;;;;;
2059;3;2017-03-18 16:45:02;2017-03-18 13:45:02;Quick absorbing protective mineral body lotion by AHAVA Dead Sea Minerals for silky smooth skin all over. Made with the powerful nourishing healthy minerals of the Dead Sea and enriched with the scent of green plum and sandalwood, this rich cream pampers your body all day long.;AHAVA Deadsea Water, Set of 3 Mineral Body Lotions;;publish;closed;open;;ahava-deadsea-water-set-of-3-mineral-body-lotions;;;2017-03-18 21:49:43;2017-03-18 18:49:43;;0;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/?product=ahava-deadsea-water-set-of-3-mineral-body-lotions;0;product;;0;simple;no;no;;no;630;;;630;;;16683;;;instock;;none;0;no;visible;;;;;;;a:0:{};no;;;;;;1;"a:1:{s:32:""32b0bf150bb6bd30c74ed5fafdacd61f"";a:2:{s:7:""expires"";i:1489874423;s:7:""payload"";a:3:{i:0;a:1:{s:2:""id"";i:2072;}i:1;a:1:{s:2:""id"";i:2073;}i:2;a:1:{s:2:""id"";i:2075;}}}}";;;;;;;a:0:{};1276;2.6.4;;;1276;a:0:{};0;a:0:{};0;1;%ef%bb%bf-ahava-deadsea-water-set-of-3-mineral-body-lotions;default;;;Расширенный список->AHAVA - серия|Расширенный список->Брэнд Dead Sea|Наборы|Расширенный список|Расширенный список->Скидочные наборы|Расширенный список->Спа и уход за телом|Уход за телом;;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/ahava-deadsea-water-set-3-mineral-body-lotions.jpg;ahava-deadsea-water-set-3-mineral-body-lotions.jpg;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/ahava-deadsea-water-set-3-mineral-body-lotions.jpg;ahava-deadsea-water-set-3-mineral-body-lotions.jpg
2060;3;2017-03-18 16:45:02;2017-03-18 13:45:02;Увлажняющая серия Alternative Plus от Sea of Spa это наиболее продвинутая и концентрированная линия богатых минералами Мертвого моря продуктов для ухода за кожей. <br>Шелковистый крем для тела был создан для увлажнения сухой или поврежденной кожи. Предназначается для полного ухода за кожей.<br> (артикул 15807);Alternative Plus шелковистый крем для тела с минералами Мертвого моря (new);;publish;closed;open;;alternative-plus-%d1%88%d0%b5%d0%bb%d0%ba%d0%be%d0%b2%d0%b8%d1%81%d1%82%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%b4%d0%bb%d1%8f-%d1%82%d0%b5%d0%bb%d0%b0-%d1%81-%d0%bc%d0%b8%d0%bd%d0%b5%d1%80%d0%b0;;;2017-03-18 21:49:44;2017-03-18 18:49:44;;0;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/?product=alternative-plus-silky-body-cream-with-dead-sea-minerals;0;product;;0;simple;no;no;;no;1820;;;1820;;;15807;;;instock;;none;0;no;visible;;;;;;;a:0:{};no;;;;;;1;"a:1:{s:32:""32b0bf150bb6bd30c74ed5fafdacd61f"";a:2:{s:7:""expires"";i:1489480139;s:7:""payload"";a:3:{i:0;a:1:{s:2:""id"";i:2087;}i:1;a:1:{s:2:""id"";i:1927;}i:2;a:1:{s:2:""id"";i:2262;}}}}";;;;;;;a:0:{};1292;2.6.4;;;1292;a:0:{};0;a:0:{};0;1;;default;;;Расширенный список->Брэнд Dead Sea|Расширенный список|Расширенный список->Спа - серия Sea of SPA|Расширенный список->Спа и уход за телом|Уход за телом;;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/alternative-plus-silky-body-cream-dead-sea-minerals.jpg;alternative-plus-silky-body-cream-dead-sea-minerals.jpg;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/alternative-plus-silky-body-cream-dead-sea-minerals.jpg;alternative-plus-silky-body-cream-dead-sea-minerals.jpg
2061;3;2017-03-18 16:45:02;2017-03-18 13:45:02;Natural Sea Beauty Dead Sea Cosmetics, Mud and Minerals from the Dead Sea.A powerful moisturizing cream with a light, oil-free texture. A unique combination of two powerful natural ingredients - seaweed extract and natural Dead Sea minerals. 13.5 FL. OZ. (400ml);Natural Sea Beauty - Set of 3 Mineral Body Moisturizer;;publish;closed;open;;natural-sea-beauty-set-of-3-mineral-body-moisturizer;;;2017-03-18 21:49:48;2017-03-18 18:49:48;;0;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/?product=natural-sea-beauty-set-of-3-mineral-body-moisturizer;0;product;;0;simple;no;no;;no;4380;;;4380;;;11435;;;instock;;none;0;no;visible;;;;;;;a:0:{};no;;;;;;1;"a:1:{s:32:""32b0bf150bb6bd30c74ed5fafdacd61f"";a:2:{s:7:""expires"";i:1482057621;s:7:""payload"";a:3:{i:0;a:1:{s:2:""id"";i:2143;}i:1;a:1:{s:2:""id"";i:2194;}i:2;a:1:{s:2:""id"";i:2169;}}}}";;;;;;;a:0:{};1571;2.6.4;;;1571;a:0:{};0;a:0:{};0;1;;default;;;Расширенный список->Natural Sea Beauty Cosmetics|Расширенный список->Брэнд Dead Sea|Наборы|Расширенный список|Расширенный список->Скидочные наборы|Расширенный список->Спа и уход за телом|Уход за телом;;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/natural-sea-beauty-set-3-mineral-body-moisturizer_0.jpg;natural-sea-beauty-set-3-mineral-body-moisturizer_0.jpg;http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/natural-sea-beauty-set-3-mineral-body-moisturizer_0.jpg;natural-sea-beauty-set-3-mineral-body-moisturizer_0.jpg
