title;title;desc;artikul;price;imageFileName
Bio Spa Dead Sea Грязевая маска Sea of Spa;Маски Dead Sea;Грязевая маска с минералами Мертвого Моря.  Обладает глубоким очищающим эффектом, выравнивает и увлажняет кожу.<br>Наносится не чаще 2 раз в неделю;15774;1556,75;bio-spa-dead-sea-mud-mask-sea-spa.jpg
Bio Spa Профессиональный увлажняющий крем для волос;Брэнд Dead Sea;Крем обогащен маслом Аргана и маслом Ши.<br>Не требует смывания, наносится на влажные волосы.<br>Крем питает и увлажняет волосы, делает их гладкими и послушными в укладке. В то же время, масла не отягощают волосы, поэтому этот продукт относится к профессиональному уходу - после укладки прическа держится долго и волосы выглядят ухоженно;15836;1101,75;bio-spa-professional-leave-hair-moisturizing-cream-enriched-argan-oil-and-shea-butter.gif
Bio Spa Профессиональный увлажняющий крем для волос;Марокканкое аргановое масло;Крем обогащен маслом Аргана и маслом Ши.<br>Не требует смывания, наносится на влажные волосы.<br>Крем питает и увлажняет волосы, делает их гладкими и послушными в укладке. В то же время, масла не отягощают волосы, поэтому этот продукт относится к профессиональному уходу - после укладки прическа держится долго и волосы выглядят ухоженно;15836;1101,75;bio-spa-professional-leave-hair-moisturizing-cream-enriched-argan-oil-and-shea-butter.gif
Bio Spa Профессиональный увлажняющий крем для волос;Уход за волосами;Крем обогащен маслом Аргана и маслом Ши.<br>Не требует смывания, наносится на влажные волосы.<br>Крем питает и увлажняет волосы, делает их гладкими и послушными в укладке. В то же время, масла не отягощают волосы, поэтому этот продукт относится к профессиональному уходу - после укладки прическа держится долго и волосы выглядят ухоженно;15836;1101,75;bio-spa-professional-leave-hair-moisturizing-cream-enriched-argan-oil-and-shea-butter.gif
Canaan Organic Восстанавливающий крем для тела;Серия Chic Cosmetics;Крем питает кожу, давай клеткам энергию, омолаживая кожу.;16393;1296,75;canaan-organic-revitalizing-body-cream-organic-skin-care.gif
Canaan Organic Восстанавливающий крем для тела;Organic Cosmetics;Крем питает кожу, давай клеткам энергию, омолаживая кожу.;16393;1296,75;canaan-organic-revitalizing-body-cream-organic-skin-care.gif
Canaan Organic Восстанавливающий крем для тела;Спа - и уход за телом;Крем питает кожу, давай клеткам энергию, омолаживая кожу.;16393;1296,75;canaan-organic-revitalizing-body-cream-organic-skin-care.gif
Canaan Organic Восстанавливающий крем для тела;Брэнд Dead Sea;Крем питает кожу, давай клеткам энергию, омолаживая кожу.;16393;1296,75;canaan-organic-revitalizing-body-cream-organic-skin-care.gif
Canaan крем для рук, Dead Sea Cosmetics;Серия Chic Cosmetics;Canaan Крем для рук считается лучшим в этой серии.<br>Содержит минералы Мертвого Моря и интенсивную увлажняющую и восстанавливающую кремовую основу.<br>Подходит для любого типа кожи;16410;776,75;canaan-hand-cream-dead-sea-cosmetics.gif
Canaan крем для рук, Dead Sea Cosmetics;Уход за кожей рук и ног;Canaan Крем для рук считается лучшим в этой серии.<br>Содержит минералы Мертвого Моря и интенсивную увлажняющую и восстанавливающую кремовую основу.<br>Подходит для любого типа кожи;16410;776,75;canaan-hand-cream-dead-sea-cosmetics.gif
Canaan Крем-пилинг для ног, Dead Sea Cosmetics;Серия Chic Cosmetics;Очищает кожу, мягко растворяя огрубевшую кожу ног. Содержит кислоты исключительно растительного происхождения;16422;841,75;canaan-peeling-foot-cream-dead-sea-cosmetics.gif
Canaan Крем-пилинг для ног, Dead Sea Cosmetics;Уход за кожей ног;Очищает кожу, мягко растворяя огрубевшую кожу ног. Содержит кислоты исключительно растительного происхождения;16422;841,75;canaan-peeling-foot-cream-dead-sea-cosmetics.gif
Canaan Лосьон для тела на водной основе, Dead Sea Cosmetics;Спа - и уход за телом;Смягчает и увлажняет. Это лосьон на водной основе, поэтому он подходит для жирной или комбинированной кожи, раскрывает поры и в то же время удерживает влагу внутри.;16446;1296,75;canaan-aqua-based-body-lotion-dead-sea-cosmetics.gif
Canaan Лосьон для тела на водной основе, Dead Sea Cosmetics;Серия Chic Cosmetics;Смягчает и увлажняет. Это лосьон на водной основе, поэтому он подходит для жирной или комбинированной кожи, раскрывает поры и в то же время удерживает влагу внутри.;16446;1296,75;canaan-aqua-based-body-lotion-dead-sea-cosmetics.gif
Canaan Масло - кондиционер для тела, Organic Cosmetics;Organic Cosmetics;Питательное, увлажняющее масло - кондиционер, используется ПОСЛЕ ванной или душа или при массаже.;16385;1296,75;canaan-conditioning-body-oil-organic-cosmetics.gif
Canaan Масло - кондиционер для тела, Organic Cosmetics;Серия Chic Cosmetics;Питательное, увлажняющее масло - кондиционер, используется ПОСЛЕ ванной или душа или при массаже.;16385;1296,75;canaan-conditioning-body-oil-organic-cosmetics.gif
Canaan Масло - кондиционер для тела, Organic Cosmetics;Брэнд Dead Sea;Питательное, увлажняющее масло - кондиционер, используется ПОСЛЕ ванной или душа или при массаже.;16385;1296,75;canaan-conditioning-body-oil-organic-cosmetics.gif
Canaan Масло - кондиционер для тела, Organic Cosmetics;Спа - и уход за телом;Питательное, увлажняющее масло - кондиционер, используется ПОСЛЕ ванной или душа или при массаже.;16385;1296,75;canaan-conditioning-body-oil-organic-cosmetics.gif
Canaan Массажное масло для тела, Dead Sea Cosmetics;Серия Chic Cosmetics;Очищают кожу, оказывает легкий разогревающий эффект, содержит растительные масла;16448;1036,75;canaan-rich-massage-body-oil-dead-sea-cosmetics.gif
Canaan Массажное масло для тела, Dead Sea Cosmetics;Брэнд Dead Sea;Очищают кожу, оказывает легкий разогревающий эффект, содержит растительные масла;16448;1036,75;canaan-rich-massage-body-oil-dead-sea-cosmetics.gif
Canaan Массажное масло для тела, Dead Sea Cosmetics;Спа - и уход за телом;Очищают кожу, оказывает легкий разогревающий эффект, содержит растительные масла;16448;1036,75;canaan-rich-massage-body-oil-dead-sea-cosmetics.gif
Canaan многофункциональный крем для рук, Organic Cosmetics;Уход за кожей рук и ног;Комплексный уход за чувствительной кожей рук. Органические  масла орехов макадамии, жожоба и оливок.<br>Смягчает кожу рук, снимает раздражение, делает кожу гладкой  и эластичной;16389;906,75;canaan-multi-action-hand-cream-organic-cosmetics.gif
Canaan многофункциональный крем для рук, Organic Cosmetics;Брэнд Dead Sea;Комплексный уход за чувствительной кожей рук. Органические  масла орехов макадамии, жожоба и оливок.<br>Смягчает кожу рук, снимает раздражение, делает кожу гладкой  и эластичной;16389;906,75;canaan-multi-action-hand-cream-organic-cosmetics.gif
Canaan многофункциональный крем для рук, Organic Cosmetics;Organic Cosmetics;Комплексный уход за чувствительной кожей рук. Органические  масла орехов макадамии, жожоба и оливок.<br>Смягчает кожу рук, снимает раздражение, делает кожу гладкой  и эластичной;16389;906,75;canaan-multi-action-hand-cream-organic-cosmetics.gif
Canaan многофункциональный крем для рук, Organic Cosmetics;Серия Chic Cosmetics;Комплексный уход за чувствительной кожей рук. Органические  масла орехов макадамии, жожоба и оливок.<br>Смягчает кожу рук, снимает раздражение, делает кожу гладкой  и эластичной;16389;906,75;canaan-multi-action-hand-cream-organic-cosmetics.gif
Dead Sea Защитный крем для рук, Natural Sea Beauty;Уход за кожей рук и ног;Защищает кожу рук от УФ - воздействия и смягчает;7116;1491,75;dead-sea-protective-hand-cream-natural-sea-beauty.jpg
Dead Sea Защитный крем для рук, Natural Sea Beauty;Natural Sea Beauty Cosmetics;Защищает кожу рук от УФ - воздействия и смягчает;7116;1491,75;dead-sea-protective-hand-cream-natural-sea-beauty.jpg
Dead Sea Защитный крем для рук, Natural Sea Beauty;Брэнд Dead Sea;Защищает кожу рук от УФ - воздействия и смягчает;7116;1491,75;dead-sea-protective-hand-cream-natural-sea-beauty.jpg
Dead Sea Интенсивный защитный крем для рук,  Sea of Spa;Уход за кожей рук и ног;Интенсивный, усиленная защита кожи рук с минералами Мертвого Моря. Восстанавливает, смягчает и питает кожу рук. 150 ml;15330;646,75;dead-sea-intensive-protection-hand-cream-sea-spa.gif
Dead Sea Интенсивный защитный крем для рук,  Sea of Spa;Спа - серия Sea of SPA;Интенсивный, усиленная защита кожи рук с минералами Мертвого Моря. Восстанавливает, смягчает и питает кожу рук. 150 ml;15330;646,75;dead-sea-intensive-protection-hand-cream-sea-spa.gif
Dead Sea Набор для ухода за ногтями;Спа - серия Sea of SPA;Набор для ухода за ногтями:<br>- интенсивный восстанавливающий гель для рук и ногтей с минералами мертвого Моря и масло алоэ,<br>- пилка для ногтей с 4 полирующими поверхностями,<br>- масло для кутикулы и<br>- 2 увлажняющие полирующие салфетки;15940;1946,75;dead-sea-nail-care-kit.gif
Dead Sea Набор для ухода за ногтями;Уход за кожей рук и ног;Набор для ухода за ногтями:<br>- интенсивный восстанавливающий гель для рук и ногтей с минералами мертвого Моря и масло алоэ,<br>- пилка для ногтей с 4 полирующими поверхностями,<br>- масло для кутикулы и<br>- 2 увлажняющие полирующие салфетки;15940;1946,75;dead-sea-nail-care-kit.gif
Dead Sea Набор для ухода за ногтями;Брэнд Dead Sea;Набор для ухода за ногтями:<br>- интенсивный восстанавливающий гель для рук и ногтей с минералами мертвого Моря и масло алоэ,<br>- пилка для ногтей с 4 полирующими поверхностями,<br>- масло для кутикулы и<br>- 2 увлажняющие полирующие салфетки;15940;1946,75;dead-sea-nail-care-kit.gif
Mogador питательный крем для волос, Аргановое масло (Mogador Nourishing Hair Cream, Argan Oil);Брэнд Dead Sea;Крем содержит концентрированный запатентованный комплекс   JAS Organic Complex™  , который восстанавливает волосы,спаивает секущиеся кончики и ухаживает за кожей гооловы;16544;1101,75;mogador-nourishing-hair-cream-argan-oil.jpg
Mogador питательный крем для волос, Аргановое масло (Mogador Nourishing Hair Cream, Argan Oil);Марокканкое аргановое масло;Крем содержит концентрированный запатентованный комплекс   JAS Organic Complex™  , который восстанавливает волосы,спаивает секущиеся кончики и ухаживает за кожей гооловы;16544;1101,75;mogador-nourishing-hair-cream-argan-oil.jpg
Mogador питательный крем для волос, Аргановое масло (Mogador Nourishing Hair Cream, Argan Oil);Уход за волосами;Крем содержит концентрированный запатентованный комплекс   JAS Organic Complex™  , который восстанавливает волосы,спаивает секущиеся кончики и ухаживает за кожей гооловы;16544;1101,75;mogador-nourishing-hair-cream-argan-oil.jpg
Mogador питательный крем для волос, Аргановое масло (Mogador Nourishing Hair Cream, Argan Oil);Серия Chic Cosmetics;Крем содержит концентрированный запатентованный комплекс   JAS Organic Complex™  , который восстанавливает волосы,спаивает секущиеся кончики и ухаживает за кожей гооловы;16544;1101,75;mogador-nourishing-hair-cream-argan-oil.jpg
АГАВА несмываемый интенсивный крем для ног из грязей Мертвого моря Dermud;Уход за кожей ног;Dermud - интенсивный крем для ног для чувствительной и сухой кожи из эксклюзивной смеси минералов Мертвого моря от АГАВА. Насыщенный крем, который защищает кожу от воздействий, заживляет трещины, смягчает грубую кожу и питает даже самую сухую кожу. Не содержит парабенов и дерматологически протестирован. 100 мл, 3.4 унций тюбик;15212;714,35;ahava-leave-deadsea-mud-dermud-intensive-foot-cream_1.jpg
АГАВА несмываемый интенсивный крем для ног из грязей Мертвого моря Dermud;AHAVA - серия;Dermud - интенсивный крем для ног для чувствительной и сухой кожи из эксклюзивной смеси минералов Мертвого моря от АГАВА. Насыщенный крем, который защищает кожу от воздействий, заживляет трещины, смягчает грубую кожу и питает даже самую сухую кожу. Не содержит парабенов и дерматологически протестирован. 100 мл, 3.4 унций тюбик;15212;714,35;ahava-leave-deadsea-mud-dermud-intensive-foot-cream_1.jpg
АГАВА несмываемый интенсивный крем для ног из грязей Мертвого моря Dermud;Брэнд Dead Sea;Dermud - интенсивный крем для ног для чувствительной и сухой кожи из эксклюзивной смеси минералов Мертвого моря от АГАВА. Насыщенный крем, который защищает кожу от воздействий, заживляет трещины, смягчает грубую кожу и питает даже самую сухую кожу. Не содержит парабенов и дерматологически протестирован. 100 мл, 3.4 унций тюбик;15212;714,35;ahava-leave-deadsea-mud-dermud-intensive-foot-cream_1.jpg
Антивозрастной облепиховый увлажняющий крем для лица с минералами Мертвого Моря, SPF20;Health and Beauty Cosmetics;Питает и увлажняет кож. Минералы Мертвого Моря и растительные экстракты помогают избавиться от морщин и не жирнят кожу. Защищает от УФ - воздействия. Для нормальной и сухой кожи;14904;1751,75;anti-aging-sea-buckthorn-obliphica-facial-moisturizer-spf-20-dead-sea-minerals.jpg
Антивозрастной облепиховый увлажняющий крем для лица с минералами Мертвого Моря, SPF20;Брэнд Dead Sea;Питает и увлажняет кож. Минералы Мертвого Моря и растительные экстракты помогают избавиться от морщин и не жирнят кожу. Защищает от УФ - воздействия. Для нормальной и сухой кожи;14904;1751,75;anti-aging-sea-buckthorn-obliphica-facial-moisturizer-spf-20-dead-sea-minerals.jpg
Восстанавливающий крем для ног с комплексом Urea Мертвого моря от Natural Sea Beauty;Уход за кожей ног;Natural Sea Beauty выделяется в области косметических продуктов использованием минералов Мертвого моря для большего эффекта, увлажнения кожи и омолаживания ее, приводя в здоровое состояние. Их Минеральный восстанавливающий лосьон для тела - это прекрасный выбор для здоровья вашей кожи и счастье.;16990;1621,75;dead-sea-foot-repair-cream-20-urea-natural-sea-beauty.jpg
Восстанавливающий крем для ног с комплексом Urea Мертвого моря от Natural Sea Beauty;Брэнд Dead Sea;Natural Sea Beauty выделяется в области косметических продуктов использованием минералов Мертвого моря для большего эффекта, увлажнения кожи и омолаживания ее, приводя в здоровое состояние. Их Минеральный восстанавливающий лосьон для тела - это прекрасный выбор для здоровья вашей кожи и счастье.;16990;1621,75;dead-sea-foot-repair-cream-20-urea-natural-sea-beauty.jpg
Восстанавливающий крем для ног с комплексом Urea Мертвого моря от Natural Sea Beauty;Natural Sea Beauty Cosmetics;Natural Sea Beauty выделяется в области косметических продуктов использованием минералов Мертвого моря для большего эффекта, увлажнения кожи и омолаживания ее, приводя в здоровое состояние. Их Минеральный восстанавливающий лосьон для тела - это прекрасный выбор для здоровья вашей кожи и счастье.;16990;1621,75;dead-sea-foot-repair-cream-20-urea-natural-sea-beauty.jpg
Гель - пилинг для лица, косметика Мертвого Моря;Солевые скрабы Dead Sea;Уникальный гель с минеральными компонентами Мертвого Моря. Гель безопасен ( не сжигает) и может наносится на лицо, шею и зону декольте. Удаляет омертвевшие клетки кожи и способствует омоложению и регенерации. Гель гипоалергенный, не вызывает раздражений на коже;16007;1816,75;dead-sea-facial-peeling-gel.jpg
Гель - пилинг для лица, косметика Мертвого Моря;Health and Beauty Cosmetics;Уникальный гель с минеральными компонентами Мертвого Моря. Гель безопасен ( не сжигает) и может наносится на лицо, шею и зону декольте. Удаляет омертвевшие клетки кожи и способствует омоложению и регенерации. Гель гипоалергенный, не вызывает раздражений на коже;16007;1816,75;dead-sea-facial-peeling-gel.jpg
Гель - пилинг для лица, косметика Мертвого Моря;Брэнд Dead Sea;Уникальный гель с минеральными компонентами Мертвого Моря. Гель безопасен ( не сжигает) и может наносится на лицо, шею и зону декольте. Удаляет омертвевшие клетки кожи и способствует омоложению и регенерации. Гель гипоалергенный, не вызывает раздражений на коже;16007;1816,75;dead-sea-facial-peeling-gel.jpg
Гель - пилинг для лица, косметика Мертвого Моря;Уход за лицом;Уникальный гель с минеральными компонентами Мертвого Моря. Гель безопасен ( не сжигает) и может наносится на лицо, шею и зону декольте. Удаляет омертвевшие клетки кожи и способствует омоложению и регенерации. Гель гипоалергенный, не вызывает раздражений на коже;16007;1816,75;dead-sea-facial-peeling-gel.jpg
Гель для волос с облепиховым маслом и минералами Мертвого Моря;Брэнд Dead Sea;Один из ключевых компонентов этого геля - водоросль  Dunaliella<br>Это красная водоросль, присутствующая только в водах Мертвого Моря.<br>Гель восстанавливает сухие волосы, поврежденные и волосы, подвергшиеся термообработке.<br>Гель смягчает, увлажняет и делает волосы гладкими.;15850;1426,75;bio-spa-hair-silicon-drops-obliphica-oil-and-dead-sea-minerals.gif
Гель для волос с облепиховым маслом и минералами Мертвого Моря;Спа - серия Sea of SPA;Один из ключевых компонентов этого геля - водоросль  Dunaliella<br>Это красная водоросль, присутствующая только в водах Мертвого Моря.<br>Гель восстанавливает сухие волосы, поврежденные и волосы, подвергшиеся термообработке.<br>Гель смягчает, увлажняет и делает волосы гладкими.;15850;1426,75;bio-spa-hair-silicon-drops-obliphica-oil-and-dead-sea-minerals.gif
Гель для волос с облепиховым маслом и минералами Мертвого Моря;Уход за волосами;Один из ключевых компонентов этого геля - водоросль  Dunaliella<br>Это красная водоросль, присутствующая только в водах Мертвого Моря.<br>Гель восстанавливает сухие волосы, поврежденные и волосы, подвергшиеся термообработке.<br>Гель смягчает, увлажняет и делает волосы гладкими.;15850;1426,75;bio-spa-hair-silicon-drops-obliphica-oil-and-dead-sea-minerals.gif
Гранатовый восстанавливающий крем для лица и шеи с минералами Мертвого Моря, SPF 15;Уход за лицом;Увлажняющий антивозрастной крем с экстрактом граната и органовым маслом. Для всех типов кожи. 50 мл;14924;1751,75;pomegranate-firming-face-and-neck-cream-dead-sea-minerals-spf-15.jpg
Гранатовый восстанавливающий крем для лица и шеи с минералами Мертвого Моря, SPF 15;Брэнд Dead Sea;Увлажняющий антивозрастной крем с экстрактом граната и органовым маслом. Для всех типов кожи. 50 мл;14924;1751,75;pomegranate-firming-face-and-neck-cream-dead-sea-minerals-spf-15.jpg
Гранатовый восстанавливающий крем для лица и шеи с минералами Мертвого Моря, SPF 15;Health and Beauty Cosmetics;Увлажняющий антивозрастной крем с экстрактом граната и органовым маслом. Для всех типов кожи. 50 мл;14924;1751,75;pomegranate-firming-face-and-neck-cream-dead-sea-minerals-spf-15.jpg
Деликатный крем для глаз от Sea of Spa и Bio-Marine;Брэнд Dead Sea;Чувствительная область вокруг глаз может высохнуть, но ею часто пренебрегают. Этот легко впитывающийся крем для глаз разглаживает кожу и помогает замедлить процесс старения, сохраняя кожу увлаженной и мягкой. 50мл / 1.7 жидких унций;17299;1621,75;bio-marine-delicate-eye-cream-sea-spa_0.jpg
Деликатный крем для глаз от Sea of Spa и Bio-Marine;Спа - серия Sea of SPA;Чувствительная область вокруг глаз может высохнуть, но ею часто пренебрегают. Этот легко впитывающийся крем для глаз разглаживает кожу и помогает замедлить процесс старения, сохраняя кожу увлаженной и мягкой. 50мл / 1.7 жидких унций;17299;1621,75;bio-marine-delicate-eye-cream-sea-spa_0.jpg
Интенсивный Крем для рук и ногтей  Dead Sea с минералами Мертвого моря, маслом Авокадо и Алоэ;Уход за кожей рук и ног;Защищает кожу рук и питает ногти, обогащен Алоэ Вера, маслом Авокади витамином Е. Смягчает кожу и делает более упругой . 100ml;17394;646,75;intensive-dead-sea-minerals-hand-and-nail-cream-avocado-oil-and-aloe-vera.jpg
Интенсивный Крем для рук и ногтей  Dead Sea с минералами Мертвого моря, маслом Авокадо и Алоэ;Грязи Dead Sea;Защищает кожу рук и питает ногти, обогащен Алоэ Вера, маслом Авокади витамином Е. Смягчает кожу и делает более упругой . 100ml;17394;646,75;intensive-dead-sea-minerals-hand-and-nail-cream-avocado-oil-and-aloe-vera.jpg
Интенсивный Крем для рук и ногтей  Dead Sea с минералами Мертвого моря, маслом Авокадо и Алоэ;Health and Beauty Cosmetics;Защищает кожу рук и питает ногти, обогащен Алоэ Вера, маслом Авокади витамином Е. Смягчает кожу и делает более упругой . 100ml;17394;646,75;intensive-dead-sea-minerals-hand-and-nail-cream-avocado-oil-and-aloe-vera.jpg
Интенсивный Крем для рук и ногтей  Dead Sea с минералами Мертвого моря, маслом Авокадо и Алоэ;Брэнд Dead Sea;Защищает кожу рук и питает ногти, обогащен Алоэ Вера, маслом Авокади витамином Е. Смягчает кожу и делает более упругой . 100ml;17394;646,75;intensive-dead-sea-minerals-hand-and-nail-cream-avocado-oil-and-aloe-vera.jpg
Интенсивный крем для рук с минералами Мертвого Моря;Уход за кожей рук и ног;Самый интенсивный и питательный минеральный крем для рук продукциии Dead Sea .<br>Очень эффективно увлажняет, питает и восстанавливает поврежденную чувствительную кожу, содержит комплекс масел и витамин Е.;15805;2141,75;alternative-plus-intensive-hand-cream-dead-sea-minerals.jpg
