title;title;desc;artikul;price;imageFileName
Bio Spa Гель - сыворотка для волос с маслом Аргана и Минералами Мертвого Моря;Марокканкое аргановое масло;Для ежедневного применения. Наносится на кончики пальцев, растирается и затем втирается в основание волос. Можно Нанести на кончики волос, если есть секущиеся или сухие концы.<br><br>Гель имеет в составе:<br> -  Омега 6 жирные кислоты, что оказывает питательный эффект,  <br>- витамин Е - восстановоит даже самые поврежденные и слабые волосы <br><br>100 мл<br>(артикул 15849);15849;1426,75;bio-spa-hair-serum-drops-argan-oil-and-dead-sea-minerals.gif
Bio Spa Гель - сыворотка для волос с маслом Аргана и Минералами Мертвого Моря;Брэнд Dead Sea;Для ежедневного применения. Наносится на кончики пальцев, растирается и затем втирается в основание волос. Можно Нанести на кончики волос, если есть секущиеся или сухие концы.<br><br>Гель имеет в составе:<br> -  Омега 6 жирные кислоты, что оказывает питательный эффект,  <br>- витамин Е - восстановоит даже самые поврежденные и слабые волосы <br><br>100 мл<br>(артикул 15849);15849;1426,75;bio-spa-hair-serum-drops-argan-oil-and-dead-sea-minerals.gif
Bio Spa Гель - сыворотка для волос с маслом Аргана и Минералами Мертвого Моря;Спа - серия Sea of SPA;Для ежедневного применения. Наносится на кончики пальцев, растирается и затем втирается в основание волос. Можно Нанести на кончики волос, если есть секущиеся или сухие концы.<br><br>Гель имеет в составе:<br> -  Омега 6 жирные кислоты, что оказывает питательный эффект,  <br>- витамин Е - восстановоит даже самые поврежденные и слабые волосы <br><br>100 мл<br>(артикул 15849);15849;1426,75;bio-spa-hair-serum-drops-argan-oil-and-dead-sea-minerals.gif
Bio Spa Профессиональный кондиционер для сухих и окрашенных волос;Марокканкое аргановое масло;Содержит масло Аргана и Масло Ши.<br>Увлажняет и питает кожу головы, восстанавливает поврежденные волосы, питая луковицы.<br><br>Подходит для ежедневного использования<br><br>400 мл<br><br>(артикул 15834);15834;1101,75;bio-spa-professional-conditioner-dry-damaged-colored-hair-argan-oil-and-shea-butter.gif
Bio Spa Профессиональный кондиционер для сухих и окрашенных волос;Брэнд Dead Sea;Содержит масло Аргана и Масло Ши.<br>Увлажняет и питает кожу головы, восстанавливает поврежденные волосы, питая луковицы.<br><br>Подходит для ежедневного использования<br><br>400 мл<br><br>(артикул 15834);15834;1101,75;bio-spa-professional-conditioner-dry-damaged-colored-hair-argan-oil-and-shea-butter.gif
Bio Spa Профессиональный кондиционер для сухих и окрашенных волос;Уход за волосами;Содержит масло Аргана и Масло Ши.<br>Увлажняет и питает кожу головы, восстанавливает поврежденные волосы, питая луковицы.<br><br>Подходит для ежедневного использования<br><br>400 мл<br><br>(артикул 15834);15834;1101,75;bio-spa-professional-conditioner-dry-damaged-colored-hair-argan-oil-and-shea-butter.gif
Bio Spa Профессиональный кондиционер для сухих и окрашенных волос;Спа - серия Sea of SPA;Содержит масло Аргана и Масло Ши.<br>Увлажняет и питает кожу головы, восстанавливает поврежденные волосы, питая луковицы.<br><br>Подходит для ежедневного использования<br><br>400 мл<br><br>(артикул 15834);15834;1101,75;bio-spa-professional-conditioner-dry-damaged-colored-hair-argan-oil-and-shea-butter.gif
Bio Spa Профессиональный увлажняющий крем для волос;Уход за волосами;Крем обогащен маслом Аргана и маслом Ши.<br>Не требует смывания, наносится на влажные волосы.<br>Крем питает и увлажняет волосы, делает их гладкими и послушными в укладке. В то же время, масла не отягощают волосы, поэтому этот продукт относится к профессиональному уходу - после укладки прическа держится долго и волосы выглядят ухоженно;15836;1101,75;bio-spa-professional-leave-hair-moisturizing-cream-enriched-argan-oil-and-shea-butter.gif
Bio Spa Профессиональный увлажняющий крем для волос;Марокканкое аргановое масло;Крем обогащен маслом Аргана и маслом Ши.<br>Не требует смывания, наносится на влажные волосы.<br>Крем питает и увлажняет волосы, делает их гладкими и послушными в укладке. В то же время, масла не отягощают волосы, поэтому этот продукт относится к профессиональному уходу - после укладки прическа держится долго и волосы выглядят ухоженно;15836;1101,75;bio-spa-professional-leave-hair-moisturizing-cream-enriched-argan-oil-and-shea-butter.gif
Bio Spa Профессиональный увлажняющий крем для волос;Брэнд Dead Sea;Крем обогащен маслом Аргана и маслом Ши.<br>Не требует смывания, наносится на влажные волосы.<br>Крем питает и увлажняет волосы, делает их гладкими и послушными в укладке. В то же время, масла не отягощают волосы, поэтому этот продукт относится к профессиональному уходу - после укладки прическа держится долго и волосы выглядят ухоженно;15836;1101,75;bio-spa-professional-leave-hair-moisturizing-cream-enriched-argan-oil-and-shea-butter.gif
Bio Spa Профессиональный Шампунь для жирных и тонких волос;Уход за волосами;Bio Spa Профессиональный шампунь для жирных и тонких волос с грязью Мертвого Моря и Алоэ Вера<br>Грязь мертвого моря оказывает обезжиривающий и восстанавливающий эффект для волос, питая при этом кожу и нормализуя жировой баланс.<br><br>Алоэ Вера оказывает успокаивающий и восстановительный эффект<br><br>400 мл<br><br>(артикул 15835);15835;1101,75;bio-spa-professional-shampoo-oily-thin-hair-dead-sea-mud-and-aloe-vera.gif
Bio Spa Профессиональный Шампунь для жирных и тонких волос;Спа - серия Sea of SPA;Bio Spa Профессиональный шампунь для жирных и тонких волос с грязью Мертвого Моря и Алоэ Вера<br>Грязь мертвого моря оказывает обезжиривающий и восстанавливающий эффект для волос, питая при этом кожу и нормализуя жировой баланс.<br><br>Алоэ Вера оказывает успокаивающий и восстановительный эффект<br><br>400 мл<br><br>(артикул 15835);15835;1101,75;bio-spa-professional-shampoo-oily-thin-hair-dead-sea-mud-and-aloe-vera.gif
Bio Spa Профессиональный Шампунь для жирных и тонких волос;Брэнд Dead Sea;Bio Spa Профессиональный шампунь для жирных и тонких волос с грязью Мертвого Моря и Алоэ Вера<br>Грязь мертвого моря оказывает обезжиривающий и восстанавливающий эффект для волос, питая при этом кожу и нормализуя жировой баланс.<br><br>Алоэ Вера оказывает успокаивающий и восстановительный эффект<br><br>400 мл<br><br>(артикул 15835);15835;1101,75;bio-spa-professional-shampoo-oily-thin-hair-dead-sea-mud-and-aloe-vera.gif
Bio Spa Профессиональный Шампунь для жирных и тонких волос;Шампуни Dead Sea;Bio Spa Профессиональный шампунь для жирных и тонких волос с грязью Мертвого Моря и Алоэ Вера<br>Грязь мертвого моря оказывает обезжиривающий и восстанавливающий эффект для волос, питая при этом кожу и нормализуя жировой баланс.<br><br>Алоэ Вера оказывает успокаивающий и восстановительный эффект<br><br>400 мл<br><br>(артикул 15835);15835;1101,75;bio-spa-professional-shampoo-oily-thin-hair-dead-sea-mud-and-aloe-vera.gif
Bio Spa Профессиональный Шампунь для жирных и тонких волос;Для душа;Bio Spa Профессиональный шампунь для жирных и тонких волос с грязью Мертвого Моря и Алоэ Вера<br>Грязь мертвого моря оказывает обезжиривающий и восстанавливающий эффект для волос, питая при этом кожу и нормализуя жировой баланс.<br><br>Алоэ Вера оказывает успокаивающий и восстановительный эффект<br><br>400 мл<br><br>(артикул 15835);15835;1101,75;bio-spa-professional-shampoo-oily-thin-hair-dead-sea-mud-and-aloe-vera.gif
Bio Spa Профессиональный шампунь для поврежденных и сухих волос;Марокканкое аргановое масло;Содержит минералы Мертвого Моря, масло Аргана и экстракт ростков пшеницы. <br>Масло Арганы увлажняет и питает кожу головы, экстракт ростков пшеницы восстанавливает головы и стимулирует рост волос.<br><br>Минералы Мертвого Моря способствуют восстановлению баланса жирности и стимулируют регенерацию как кожи головы, так и волос<br><br>400 мл<br><br>(артикул 15833);15833;1101,75;bio-spa-professional-shampoo-damaged-dry-colored-hair-argan-wheat-sprout.gif
Bio Spa Профессиональный шампунь для поврежденных и сухих волос;Спа - серия Sea of SPA;Содержит минералы Мертвого Моря, масло Аргана и экстракт ростков пшеницы. <br>Масло Арганы увлажняет и питает кожу головы, экстракт ростков пшеницы восстанавливает головы и стимулирует рост волос.<br><br>Минералы Мертвого Моря способствуют восстановлению баланса жирности и стимулируют регенерацию как кожи головы, так и волос<br><br>400 мл<br><br>(артикул 15833);15833;1101,75;bio-spa-professional-shampoo-damaged-dry-colored-hair-argan-wheat-sprout.gif
Bio Spa Профессиональный шампунь для поврежденных и сухих волос;Уход за волосами;Содержит минералы Мертвого Моря, масло Аргана и экстракт ростков пшеницы. <br>Масло Арганы увлажняет и питает кожу головы, экстракт ростков пшеницы восстанавливает головы и стимулирует рост волос.<br><br>Минералы Мертвого Моря способствуют восстановлению баланса жирности и стимулируют регенерацию как кожи головы, так и волос<br><br>400 мл<br><br>(артикул 15833);15833;1101,75;bio-spa-professional-shampoo-damaged-dry-colored-hair-argan-wheat-sprout.gif
Bio Spa Профессиональный шампунь для поврежденных и сухих волос;Шампуни Dead Sea;Содержит минералы Мертвого Моря, масло Аргана и экстракт ростков пшеницы. <br>Масло Арганы увлажняет и питает кожу головы, экстракт ростков пшеницы восстанавливает головы и стимулирует рост волос.<br><br>Минералы Мертвого Моря способствуют восстановлению баланса жирности и стимулируют регенерацию как кожи головы, так и волос<br><br>400 мл<br><br>(артикул 15833);15833;1101,75;bio-spa-professional-shampoo-damaged-dry-colored-hair-argan-wheat-sprout.gif
Bio Spa Профессиональный шампунь для поврежденных и сухих волос;Для душа;Содержит минералы Мертвого Моря, масло Аргана и экстракт ростков пшеницы. <br>Масло Арганы увлажняет и питает кожу головы, экстракт ростков пшеницы восстанавливает головы и стимулирует рост волос.<br><br>Минералы Мертвого Моря способствуют восстановлению баланса жирности и стимулируют регенерацию как кожи головы, так и волос<br><br>400 мл<br><br>(артикул 15833);15833;1101,75;bio-spa-professional-shampoo-damaged-dry-colored-hair-argan-wheat-sprout.gif
Bio Spa Профессиональный шампунь для сухих окрашенных волос;Спа - серия Sea of SPA;Bio Spa Профессиональный шампунь для сухих окрашенных волос с маслом Аргана и  Экстрактом ростков пшеницы<br><br>Обогащен минералами Мертвого Моря,  питающими и нормализующими обмен веществ кожи головы, <br><br>масло Аргана - питает и увлажняет волосы, <br><br>ростки пшеницы оказывают мощный регенерирующий эффект, стимулируя рост волос.<br><br>400 мл<br><br>(артикул 15833);15833;1101,75;bio-spa-professional-shampoo-damaged-dry-colored-hair-argan-wheat-sprout.gif
Bio Spa Профессиональный шампунь для сухих окрашенных волос;Уход за волосами;Bio Spa Профессиональный шампунь для сухих окрашенных волос с маслом Аргана и  Экстрактом ростков пшеницы<br><br>Обогащен минералами Мертвого Моря,  питающими и нормализующими обмен веществ кожи головы, <br><br>масло Аргана - питает и увлажняет волосы, <br><br>ростки пшеницы оказывают мощный регенерирующий эффект, стимулируя рост волос.<br><br>400 мл<br><br>(артикул 15833);15833;1101,75;bio-spa-professional-shampoo-damaged-dry-colored-hair-argan-wheat-sprout.gif
Bio Spa Профессиональный шампунь для сухих окрашенных волос;Для душа;Bio Spa Профессиональный шампунь для сухих окрашенных волос с маслом Аргана и  Экстрактом ростков пшеницы<br><br>Обогащен минералами Мертвого Моря,  питающими и нормализующими обмен веществ кожи головы, <br><br>масло Аргана - питает и увлажняет волосы, <br><br>ростки пшеницы оказывают мощный регенерирующий эффект, стимулируя рост волос.<br><br>400 мл<br><br>(артикул 15833);15833;1101,75;bio-spa-professional-shampoo-damaged-dry-colored-hair-argan-wheat-sprout.gif
Bio Spa Профессиональный шампунь для сухих окрашенных волос;Марокканкое аргановое масло;Bio Spa Профессиональный шампунь для сухих окрашенных волос с маслом Аргана и  Экстрактом ростков пшеницы<br><br>Обогащен минералами Мертвого Моря,  питающими и нормализующими обмен веществ кожи головы, <br><br>масло Аргана - питает и увлажняет волосы, <br><br>ростки пшеницы оказывают мощный регенерирующий эффект, стимулируя рост волос.<br><br>400 мл<br><br>(артикул 15833);15833;1101,75;bio-spa-professional-shampoo-damaged-dry-colored-hair-argan-wheat-sprout.gif
Bio Spa Профессиональный шампунь для сухих окрашенных волос;Шампуни Dead Sea;Bio Spa Профессиональный шампунь для сухих окрашенных волос с маслом Аргана и  Экстрактом ростков пшеницы<br><br>Обогащен минералами Мертвого Моря,  питающими и нормализующими обмен веществ кожи головы, <br><br>масло Аргана - питает и увлажняет волосы, <br><br>ростки пшеницы оказывают мощный регенерирующий эффект, стимулируя рост волос.<br><br>400 мл<br><br>(артикул 15833);15833;1101,75;bio-spa-professional-shampoo-damaged-dry-colored-hair-argan-wheat-sprout.gif
Bio Spa Профессиональный шампунь для укрепления волос ;Спа - серия Sea of SPA;Sea of Spa' Шампунь для укрепления волос с экстрактом моркови и маслом Ши<br><br>Предназначен для окрашенных волос<br>Во-первых, закрепляет нанесенный цвет, <br>во-вторых, восстанавливает волосы.<br>Содержит:<br> - экстракт моркови<br>- витамины A, C, E и B5 - минералы Мертвого Моря. <br><br>Шампунь укрепляет корни волос и питает кожу головы<br><br>Подходит для ежедневного использования<br> <br>400 мл<br><br> (артикул 15832);15832;1101,75;bio-spa-professional-shampoo-stronger-hair-enriched-carrot-sea-buckthorn.gif
Bio Spa Профессиональный шампунь для укрепления волос ;Уход за волосами;Sea of Spa' Шампунь для укрепления волос с экстрактом моркови и маслом Ши<br><br>Предназначен для окрашенных волос<br>Во-первых, закрепляет нанесенный цвет, <br>во-вторых, восстанавливает волосы.<br>Содержит:<br> - экстракт моркови<br>- витамины A, C, E и B5 - минералы Мертвого Моря. <br><br>Шампунь укрепляет корни волос и питает кожу головы<br><br>Подходит для ежедневного использования<br> <br>400 мл<br><br> (артикул 15832);15832;1101,75;bio-spa-professional-shampoo-stronger-hair-enriched-carrot-sea-buckthorn.gif
Bio Spa Профессиональный шампунь для укрепления волос ;Шампуни Dead Sea;Sea of Spa' Шампунь для укрепления волос с экстрактом моркови и маслом Ши<br><br>Предназначен для окрашенных волос<br>Во-первых, закрепляет нанесенный цвет, <br>во-вторых, восстанавливает волосы.<br>Содержит:<br> - экстракт моркови<br>- витамины A, C, E и B5 - минералы Мертвого Моря. <br><br>Шампунь укрепляет корни волос и питает кожу головы<br><br>Подходит для ежедневного использования<br> <br>400 мл<br><br> (артикул 15832);15832;1101,75;bio-spa-professional-shampoo-stronger-hair-enriched-carrot-sea-buckthorn.gif
Bio Spa Профессиональный шампунь для укрепления волос ;Для душа;Sea of Spa' Шампунь для укрепления волос с экстрактом моркови и маслом Ши<br><br>Предназначен для окрашенных волос<br>Во-первых, закрепляет нанесенный цвет, <br>во-вторых, восстанавливает волосы.<br>Содержит:<br> - экстракт моркови<br>- витамины A, C, E и B5 - минералы Мертвого Моря. <br><br>Шампунь укрепляет корни волос и питает кожу головы<br><br>Подходит для ежедневного использования<br> <br>400 мл<br><br> (артикул 15832);15832;1101,75;bio-spa-professional-shampoo-stronger-hair-enriched-carrot-sea-buckthorn.gif
Bio Spa Профессиональный шампунь для укрепления волос ;Брэнд Dead Sea;Sea of Spa' Шампунь для укрепления волос с экстрактом моркови и маслом Ши<br><br>Предназначен для окрашенных волос<br>Во-первых, закрепляет нанесенный цвет, <br>во-вторых, восстанавливает волосы.<br>Содержит:<br> - экстракт моркови<br>- витамины A, C, E и B5 - минералы Мертвого Моря. <br><br>Шампунь укрепляет корни волос и питает кожу головы<br><br>Подходит для ежедневного использования<br> <br>400 мл<br><br> (артикул 15832);15832;1101,75;bio-spa-professional-shampoo-stronger-hair-enriched-carrot-sea-buckthorn.gif
Bio Spa Сыворотка для волос с маслом Аргана и минералами Мертвого Моря;Брэнд Dead Sea;BIO SPA – Сыворотка для волос, обогащенная маслом Аргана.  <br>Продукт относится к серии ежедневного ухода за волосами. <br>Несколько капель сыворотки наносятся на влажные волосы, это дает защиту волосам, питание, уход, легкость в укладке и гладкость волос. <br>Масло Арганы питает волосы омега 6 - жирной кислотой и витамином Е.<br><br>Сыворотка идеально подходит для волос, поврежденных окраской, завивкой и термообработкой <br><br>100 мл<br>(артикул 15849);15849;1426,75;bio-spa-hair-serum-drops-argan-oil-and-dead-sea-minerals.gif
